quest,questType,entity,entityType,role,score,reviewNeeded,reasons,sourceUrl,evidence
A Soul's Bane,quest,Fear reaper,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"*7-8 angry unicorns, angry bears, angry giant rats, and/or angry goblins *5 fear reapers (level 42) *6 confusion beasts (level 43) — must tank them, cannot kill *5 hopeless creatures (level 40) *3 parts of Tolna (level 46) / Category:A Soul's Bane"
A Soul's Bane,quest,Hopeless creature,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"*7-8 angry unicorns, angry bears, angry giant rats, and/or angry goblins *5 fear reapers (level 42) *6 confusion beasts (level 43) — must tank them, cannot kill *5 hopeless creatures (level 40) *3 parts of Tolna (level 46) / Category:A Soul's Bane"
A Soul's Bane,quest,Hopeless creature,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"*7-8 angry unicorns, angry bears, angry giant rats, and/or angry goblins *5 fear reapers (level 42) *6 confusion beasts (level 43) — must tank them, cannot kill *5 hopeless creatures (level 40) *3 parts of Tolna (level 46) / Category:A Soul's Bane"
A Soul's Bane,quest,Launa,npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"Go east of Varrock, through the gate by the Earth Altar and just south of there, speak to Launa. / Launa / Head east of Varrock, through the gate by the Earth Altar, and speak to Launa. The Digsite pendant teleport will place you slightly south-east of the entrance. Alternatively, take a glider to the Digsite."
A Soul's Bane,quest,Launa,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"Go east of Varrock, through the gate by the Earth Altar and just south of there, speak to Launa. / Launa / Head east of Varrock, through the gate by the Earth Altar, and speak to Launa. The Digsite pendant teleport will place you slightly south-east of the entrance. Alternatively, take a glider to the Digsite."
A Soul's Bane,quest,Launa,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"Go east of Varrock, through the gate by the Earth Altar and just south of there, speak to Launa. / Launa / Head east of Varrock, through the gate by the Earth Altar, and speak to Launa. The Digsite pendant teleport will place you slightly south-east of the entrance. Alternatively, take a glider to the Digsite."
A Soul's Bane,quest,Tolna,npc,enemy,0.99,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"*7-8 angry unicorns, angry bears, angry giant rats, and/or angry goblins *5 fear reapers (level 42) *6 confusion beasts (level 43) — must tank them, cannot kill *5 hopeless creatures (level 40) *3 parts of Tolna (level 46) / Category:A Soul's Bane"
A Soul's Bane,quest,Tolna,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Soul%27s_Bane,"*7-8 angry unicorns, angry bears, angry giant rats, and/or angry goblins *5 fear reapers (level 42) *6 confusion beasts (level 43) — must tank them, cannot kill *5 hopeless creatures (level 40) *3 parts of Tolna (level 46) / Category:A Soul's Bane"
A Tail of Two Cats,quest,Apothecary,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"After you've done all of this, talk to Unferth again. He'll tell you that he's very ill and must see a doctor or a nurse. Talk to the Apothecary in Varrock (located in the south-west of the city). He will tell you that Unferth is a - he thi / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Apothecary,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"After you've done all of this, talk to Unferth again. He'll tell you that he's very ill and must see a doctor or a nurse. Talk to the Apothecary in Varrock (located in the south-west of the city). He will tell you that Unferth is a - he thi / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Beite,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Bob (cat),npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"You do not need to have your kitten or cat following the entire time—simply keep it in your inventory throughout the quest, and it will jump out to participate in necessary dialogue, and then you can pick it back up again to avoid it becomi / Using your catspeak amulet, find Bob again and talk to him. Log out and log in again if he is not in the same place as before, he will reappear. He may have moved to another of the other locations mentioned above, or he may be in the same l / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Bob (cat),npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"You do not need to have your kitten or cat following the entire time—simply keep it in your inventory throughout the quest, and it will jump out to participate in necessary dialogue, and then you can pick it back up again to avoid it becomi / Using your catspeak amulet, find Bob again and talk to him. Log out and log in again if he is not in the same place as before, he will reappear. He may have moved to another of the other locations mentioned above, or he may be in the same l / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Dragonkin (A Tail of Two Cats),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Gertrude,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"After finding Bob, talk to him. He will tell you that he's in love with Neite, but she has no idea what his origins are so she's not interested in him. Talk to Gertrude (located south of the Cooking Guild, West of Varrock) about Bob's famil / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Gertrude,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"After finding Bob, talk to him. He will tell you that he's in love with Neite, but she has no idea what his origins are so she's not interested in him. Talk to Gertrude (located south of the Cooking Guild, West of Varrock) about Bob's famil / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Gnome (A Tail of Two Cats),npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Hild,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"You do not need to have your kitten or cat following the entire time—simply keep it in your inventory throughout the quest, and it will jump out to participate in necessary dialogue, and then you can pick it back up again to avoid it becomi / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Hild,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"You do not need to have your kitten or cat following the entire time—simply keep it in your inventory throughout the quest, and it will jump out to participate in necessary dialogue, and then you can pick it back up again to avoid it becomi / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,King Black Dragon,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Love Cats,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Neite,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Odysseus,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,R4ng3rNo0b889,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Reldo,npc,helper,0.92,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"In the Varrock Palace library, talk to Reldo. He will tell you that Robert the Strong was much taller and stronger than any other man of his time. His longbow was six feet tall, and he fought immortal monsters known as the Dragonkin. He fou / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Reldo,npc,story,0.93,False,quest category match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,"In the Varrock Palace library, talk to Reldo. He will tell you that Robert the Strong was much taller and stronger than any other man of his time. His longbow was six feet tall, and he fought immortal monsters known as the Dragonkin. He fou / Category:A Tail of Two Cats"
A Tail of Two Cats,quest,Robert the Strong,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Sphinx,npc,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Category:A Tail of Two Cats
A Tail of Two Cats,quest,Unferth,npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Talk to Unferth at his house in Burthorpe. / Go back to Unferth's house in Burthorpe and do these chores: / Category:A Tail of Two Cats
A Tail of Two Cats,quest,Unferth,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Talk to Unferth at his house in Burthorpe. / Go back to Unferth's house in Burthorpe and do these chores: / Category:A Tail of Two Cats
A Tail of Two Cats,quest,Unferth,npc,turn_in,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Tail_of_Two_Cats,Talk to Unferth at his house in Burthorpe. / Go back to Unferth's house in Burthorpe and do these chores: / Category:A Tail of Two Cats
A Taste of Hope,quest,Abomination,monster,enemy,0.99,False,quest category match,https://oldschool.runescape.wiki/w/A_Taste_of_Hope,*Abomination (Level 149) *Ranis Drakan (level 233) (must be fought using melee) *4 vyrewatch (level 87) / Category:A Taste of Hope
A Taste of Hope,quest,Abomination,monster,story,0.93,False,quest category match,https://oldschool.runescape.wiki/w/A_Taste_of_Hope,*Abomination (Level 149) *Ranis Drakan (level 233) (must be fought using melee) *4 vyrewatch (level 87) / Category:A Taste of Hope
A Taste of Hope,quest,Andiess Juip,npc,story,0.95,False,quest category match; entity infobox quest field match,https://oldschool.runescape.wiki/w/A_Taste_of_Hope,Category:A Taste of Hope
A Taste of Hope,quest,Flaygian Screwte,npc,helper,0.96,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Taste_of_Hope,"Return to Safalaan at the Myreque Hideout, and report what you saw. He will begin formulating a plan with Vertida, and asks you to speak with Flaygian Screwte, the head researcher translating the Haemalchemy book you obtained during Darknes / Category:A Taste of Hope"
A Taste of Hope,quest,Flaygian Screwte,npc,story,0.95,False,quest category match; entity infobox quest field match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Taste_of_Hope,"Return to Safalaan at the Myreque Hideout, and report what you saw. He will begin formulating a plan with Vertida, and asks you to speak with Flaygian Screwte, the head researcher translating the Haemalchemy book you obtained during Darknes / Category:A Taste of Hope"
A Taste of Hope,quest,Garth (Theatre of Blood),npc,helper,0.98,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Taste_of_Hope,"Speak to Garth in Ver Sinhaza by the entrance to the Theatre of Blood. / Garth (Theatre of Blood) / Talk to Garth inside Ver Sinhaza, just outside the entrance to the Theatre. Garth will ask if you are interested in hearing the tale of Serafina. He will briefly describe the connection between Serafina and the Theatre of Blood to you. Duri"
A Taste of Hope,quest,Garth (Theatre of Blood),npc,start,1.0,False,quest category match; entity infobox quest field match; walkthrough chathead match; walkthrough interaction match,https://oldschool.runescape.wiki/w/A_Taste_of_Hope,"Speak to Garth in Ver Sinhaza by the entrance to the Theatre of Blood. / Garth (Theatre of Blood) / Talk to Garth inside Ver Sinhaza, just outside the entrance to the Theatre. Garth will ask if you are interested in hearing the tale of Serafina. He will briefly describe the connection between Serafina and the Theatre of Blood to you. Duri"
